hast_genus_id,hast_family_id,family_apgiv,genus,genus_zh,acceptedGenus,acceptedNamecode
12714,539,Asteraceae,Calycadenia,,,
1687,539,Asteraceae,Calyptocarpus,金腰箭舅屬,,
12715,539,Asteraceae,Cancrinia,,,
12716,539,Asteraceae,Carduus,,,
1595,539,Asteraceae,Carpesium,天名精屬,,
12703,539,Asteraceae,Carphephorus,,,
12704,539,Asteraceae,Carphochaete,,,
1596,539,Asteraceae,Carthamus,紅花屬,,
12705,539,Asteraceae,Celmisia,,,
1597,539,Asteraceae,Centaurea,矢車菊屬,,
1598,539,Asteraceae,Centipeda,石胡荽屬,,
1702,539,Asteraceae,Centratherum,鈕釦花屬,,
12706,539,Asteraceae,Chaenactis,,,
12707,539,Asteraceae,Chaetoseris,,,
1688,539,Asteraceae,Chromolaena,香澤蘭屬,,
1599,539,Asteraceae,Chrysanthemum,菊屬,,
12718,539,Asteraceae,Chrysogonum,,,
12717,539,Asteraceae,Chrysopsis,,,
12719,539,Asteraceae,Cicerbita,,,
1600,539,Asteraceae,Cichorium,菊苣屬,,
1601,539,Asteraceae,Cineraria,,,
1602,539,Asteraceae,Cirsium,薊屬,,
12725,539,Asteraceae,Cissampelopsis,,,
1704,539,Asteraceae,Clibadium,野菊屬,,
1603,539,Asteraceae,Conyza,假蓬屬,,
1604,539,Asteraceae,Coreopsis,波斯菊屬,,
1605,539,Asteraceae,Cosmos,秋英屬,,
1606,539,Asteraceae,Cotula,山莞荽屬,,
12730,539,Asteraceae,Craspedia,,,
12732,539,Asteraceae,Cremanthodium,,,
1608,539,Asteraceae,Crepidiastrum,假黃鵪菜屬,,
12733,539,Asteraceae,Crepis,,,
12731,539,Asteraceae,Critoniopsis,,,
1609,539,Asteraceae,Crossostephium,蘄艾屬,,
12791,539,Asteraceae,Cynara,,,
1610,539,Asteraceae,Dahlia,大麗菊屬,,
12792,539,Asteraceae,Dasyphyllum,,,
1689,539,Asteraceae,Dendranthema,菊屬,,
12790,539,Asteraceae,Dendrocacalia,,,
12753,539,Asteraceae,Diaspananthus,,,
1611,539,Asteraceae,Dichrocephala,魚眼草屬,,
1612,539,Asteraceae,Dimorphotheca,,,
13037,539,Asteraceae,Dinoseris,,,
12755,539,Asteraceae,Diplazoptilon,,,
12802,539,Asteraceae,Doellingeria,,,
12756,539,Asteraceae,Dolomiaea,,,
12757,539,Asteraceae,Doronicum,,,
12758,539,Asteraceae,Dubautia,,,
12762,539,Asteraceae,Echinacea,,,
1613,539,Asteraceae,Echinops,漏盧屬,,
1614,539,Asteraceae,Eclipta,鱧腸屬,,
1615,539,Asteraceae,Elephantopus,地膽草屬,,
2376,539,Asteraceae,Eleutheranthera,,,
1616,539,Asteraceae,Emilia,紫背草屬,,
12769,539,Asteraceae,Encelia,,,
12770,539,Asteraceae,Engelmannia,,,
12771,539,Asteraceae,Enydra,,,
1690,539,Asteraceae,Epaltes,鵝不食草屬,,
1617,539,Asteraceae,Erechtites,饑荒草屬,,
1618,539,Asteraceae,Erigeron,飛蓬屬,,
12773,539,Asteraceae,Eriophyllum,,,
1619,539,Asteraceae,Ethulia,野蓬屬,,
1620,539,Asteraceae,Eupatorium,澤蘭屬,,
12774,539,Asteraceae,Euthamia,,,
12804,539,Asteraceae,Evax,,,
12805,539,Asteraceae,Facelis,,,
1621,539,Asteraceae,Farfugium,山菊屬,,
12806,539,Asteraceae,Filago,,,
1705,539,Asteraceae,Flaveria,,,
12807,539,Asteraceae,Formania,,,
1622,539,Asteraceae,Gaillardia,天人菊屬,,
1623,539,Asteraceae,Galinsoga,小米菊屬,,
1624,539,Asteraceae,Gerbera,大丁草屬屬,,
1691,539,Asteraceae,Glossocardia,香茹屬,,
1625,539,Asteraceae,Glossogyne,香茹屬,,
1626,539,Asteraceae,Gnaphalium,鼠麴草屬,,
1627,539,Asteraceae,Grangea,線球菊屬,,
12823,539,Asteraceae,Grindelia,,,
2405,539,Asteraceae,Guizotia,,,
12824,539,Asteraceae,Gutierrezia,,,
2373,539,Asteraceae,Gymnocoronis,,,
12826,539,Asteraceae,Gynoxys,,,
1628,539,Asteraceae,Gynura,三七草屬,,
13012,539,Asteraceae,Haplopappus,,,
1629,539,Asteraceae,Helenium,,,
1630,539,Asteraceae,Helianthus,向日葵屬,,
1631,539,Asteraceae,Helichrysum,麥稈菊屬,,
1632,539,Asteraceae,Heliopsis,,,
1633,539,Asteraceae,Helipterum,,,
13013,539,Asteraceae,Hemizonia,,,
1708,539,Asteraceae,Hesperomannia,,,
1635,539,Asteraceae,Heteropappus,狗娃花屬,,
13014,539,Asteraceae,Heterotheca,,,
1636,539,Asteraceae,Hieracium,山柳菊屬,,
12834,539,Asteraceae,Hippolytia,,,
12835,539,Asteraceae,Holocarpha,,,
12836,539,Asteraceae,Hololeion,,,
12837,539,Asteraceae,Hulsea,,,
12838,539,Asteraceae,Hymenoclea,,,
169,539,Asteraceae,Hymenolepis,,,
12839,539,Asteraceae,Hymenopappus,,,
12840,539,Asteraceae,Hymenoxys,,,
1692,539,Asteraceae,Hypochaeris,貓兒菊屬,,
1707,539,Asteraceae,Inula,,,
1693,539,Asteraceae,Ixeridium,小苦藚屬,,
1637,539,Asteraceae,Ixeris,苦藚菜屬,,
12841,539,Asteraceae,Jaumea,,,
1638,539,Asteraceae,Kalimeris,雞兒腸屬,,
12842,539,Asteraceae,Krigia,,,
1639,539,Asteraceae,Lactuca,萵苣屬,,
1709,539,Asteraceae,Lagascea,,,
1640,539,Asteraceae,Lagenophora,瓶頭草屬,,
1641,539,Asteraceae,Laggera,六角草屬,,
1642,539,Asteraceae,Lapsana,稻槎菜屬,,
1694,539,Asteraceae,Lapsanastrum,稻搓菜屬,,
12863,539,Asteraceae,Lasiocephalus,,,
2305,539,Asteraceae,Launaea,栓果菊屬,,
12864,539,Asteraceae,Layia,,,
1643,539,Asteraceae,Leibnitzia,大丁草屬,,
1644,539,Asteraceae,Leontopodium,薄雪草屬,,
12866,539,Asteraceae,Lessingia,,,
12867,539,Asteraceae,Lessingianthus,,,
1695,539,Asteraceae,Leucanthemum,濱菊屬,,
12865,539,Asteraceae,Leucogenes,,,
12868,539,Asteraceae,Liabum,,,
1645,539,Asteraceae,Liatris,麒麟菊屬,,
1646,539,Asteraceae,Ligularia,橐吾屬,,
12869,539,Asteraceae,Lipochaeta,,,
12870,539,Asteraceae,Luina,,,
12887,539,Asteraceae,Lygodesmia,,,
12888,539,Asteraceae,Machaeranthera,,,
12889,539,Asteraceae,Madia,,,
12901,539,Asteraceae,Marshallia,,,
1647,539,Asteraceae,Matricaria,野菊屬,,
12902,539,Asteraceae,Melampodium,,,
13049,539,Asteraceae,Melanthera,,,
1648,539,Asteraceae,Microglossa,小舌菊屬,,
1649,539,Asteraceae,Mikania,蔓澤蘭屬,,
12897,539,Asteraceae,Miyamayomena,,,
12898,539,Asteraceae,Moonia,,,
12899,539,Asteraceae,Munnozia,,,
1650,539,Asteraceae,Myriactis,矮菊屬,,
12890,539,Asteraceae,Myripnois,,,
12891,539,Asteraceae,Nannoglottis,,,
1696,539,Asteraceae,Nemosenecio,羽葉千里光屬,,
1697,539,Asteraceae,Notoseris,紫菊屬,,
12892,539,Asteraceae,Olgaea,,,
13350,539,Asteraceae,Oparanthus,,,
12893,539,Asteraceae,Orochaenactis,,,
12895,539,Asteraceae,Oyedaea,,,
12894,539,Asteraceae,Palafoxia,,,
12896,539,Asteraceae,Paragynoxys,,,
1651,539,Asteraceae,Paraixeris,,,
1698,539,Asteraceae,Paraprenanthes,假福王草屬,,
1699,539,Asteraceae,Parasenecio,蟹甲草屬,,
1700,539,Asteraceae,Parthenium,銀膠菊屬,,
12908,539,Asteraceae,Pentacalia,,,
1652,539,Asteraceae,Pertya,高野帚屬,,
12909,539,Asteraceae,Perymenium,,,
1653,539,Asteraceae,Petasites,款冬屬,,
1654,539,Asteraceae,Picris,毛連菜屬,,
12910,539,Asteraceae,Pilosella,,,
12911,539,Asteraceae,Pityopsis,,,
1655,539,Asteraceae,Pluchea,闊苞菊屬,,
12912,539,Asteraceae,Porophyllum,,,
1706,539,Asteraceae,Praxelis,,,
1656,539,Asteraceae,Prenanthes,福王草屬,,
1657,539,Asteraceae,Pseudelephantopus,,,
12928,539,Asteraceae,Pseudognaphalium,,,
12929,539,Asteraceae,Pterocaulon,,,
1701,539,Asteraceae,Pterocypsela,刺果菊屬,,
12930,539,Asteraceae,Pyrethrum,,,
12936,539,Asteraceae,Rafinesquia,,,
12933,539,Asteraceae,Ratibida,,,
12934,539,Asteraceae,Raulinoreitzia,,,
12935,539,Asteraceae,Rhaponticum,,,
1658,539,Asteraceae,Rhynchospermum,秋分草屬,,
1659,539,Asteraceae,Rudbeckia,,,
1661,539,Asteraceae,Saussurea,青木香屬,,
12996,539,Asteraceae,Scorzonera,,,
1662,539,Asteraceae,Senecio,黃菀屬,,
12997,539,Asteraceae,Sericocarpus,,,
12998,539,Asteraceae,Serratula,,,
1663,539,Asteraceae,Sigesbeckia,豨薟屬,,
12999,539,Asteraceae,Silphium,,,
1664,539,Asteraceae,Silybum,,,
2468,539,Asteraceae,Sinosenecio,蒲兒根屬,,
1665,539,Asteraceae,Solidago,一枝黃花屬,,
1666,539,Asteraceae,Soliva,假吐金菊屬,,
1667,539,Asteraceae,Sonchus,苦苣菜屬,,
13000,539,Asteraceae,Soroseris,,,
1668,539,Asteraceae,Sphaeranthus,戴星草屬,,
1669,539,Asteraceae,Sphaeromorphaea,鵝不食草屬,,
1670,539,Asteraceae,Spilanthes,金鈕扣屬,,
13002,539,Asteraceae,Stemmacantha,,,
13003,539,Asteraceae,Stenactis,,,
13004,539,Asteraceae,Stephanomeria,,,
13005,539,Asteraceae,Stevia,,,
13006,539,Asteraceae,Stifftia,,,
1671,539,Asteraceae,Stokesia,藍菊屬,,
13007,539,Asteraceae,Struchium,,,
13008,539,Asteraceae,Stylocline,,,
13011,539,Asteraceae,Syncalathium,,,
1672,539,Asteraceae,Synedrella,金腰箭屬,,
1673,539,Asteraceae,Syneilesis,破傘菊屬,,
1710,539,Asteraceae,Synotis,,,
13027,539,Asteraceae,Synurus,,,
1674,539,Asteraceae,Tagetes,萬壽菊屬,,
13028,539,Asteraceae,Tanacetum,,,
1675,539,Asteraceae,Taraxacum,蒲公英屬,,
1703,539,Asteraceae,Tephroseris,狗舌草屬,,
1676,539,Asteraceae,Tithonia,腫柄菊屬,,
1677,539,Asteraceae,Tragopogon,波羅門參屬,,
1678,539,Asteraceae,Tridax,長柄菊屬,,
13020,539,Asteraceae,Tripolium,,,
13021,539,Asteraceae,Trixis,,,
13022,539,Asteraceae,Turczaninovia,,,
13023,539,Asteraceae,Tussilago,,,
13024,539,Asteraceae,Venegasia,,,
1679,539,Asteraceae,Venidium,,,
13025,539,Asteraceae,Verbesina,,,
13026,539,Asteraceae,Vernonanthura,,,
1680,539,Asteraceae,Vernonia,斑鳩菊屬,,
13029,539,Asteraceae,Vicoa,,,
12900,539,Asteraceae,Viguiera,,,
1681,539,Asteraceae,Wedelia,蟛蜞菊屬,,
13030,539,Asteraceae,Wyethia,,,
1682,539,Asteraceae,Xanthium,蒼耳屬,,
1683,539,Asteraceae,Youngia,黃鵪菜屬,,
1684,539,Asteraceae,Zinnia,百日菊屬,,
2414,539,Asterales,Asteraceae,,,
141,128,Athyriaceae,Anisocampium,安蕨屬,,
143,128,Athyriaceae,Anisogonium,過溝菜蕨屬,,
144,128,Athyriaceae,Athyriopsis,假蹄蓋蕨屬,,
131,128,Athyriaceae,Athyrium,蹄蓋蕨屬,,
132,128,Athyriaceae,Cornopteris,貞蕨屬,,
139,128,Athyriaceae,Deparia,,,
140,128,Athyriaceae,Dictyodroma,假腸蕨屬,,
135,128,Athyriaceae,Diplazium,雙蓋蕨屬,,
2294,128,Athyriaceae,Dryoathyrium,介蕨,,
2289,128,Athyriaceae,Kuniwatsukia,擬鱗毛蕨屬,,
2293,128,Athyriaceae,Lunathyrium,峨嵋蕨屬,,
145,128,Athyriaceae,Monomelangium,毛柄蹄蓋蕨屬,,
13031,822,Balanopaceae,Balanops,,,
303,316,Balanophoraceae,Balanophora,蛇菰屬,,
905,429,Balsaminaceae,Impatiens,鳳仙花屬,,
343,323,Basellaceae,Anredera,洋落葵屬,,
344,323,Basellaceae,Basella,落葵屬,,
13044,729,Bataceae,Batis,,,
1007,453,Begoniaceae,Begonia,秋海棠屬,,
2436,453,Begoniaceae,Hillebrandia,夏威夷秋海棠屬,,
502,337,Berberidaceae,Berberis,小蘗屬,,
13045,337,Berberidaceae,Caulophyllum,紅毛七屬,,
13046,337,Berberidaceae,Diphylleia,山荷葉屬,,
503,337,Berberidaceae,Dysosma,八角蓮屬,,
13047,337,Berberidaceae,Epimedium,淫羊藿屬,,
504,337,Berberidaceae,Mahonia,十大功勞屬,,
505,337,Berberidaceae,Nandina,南天竹屬,,
506,337,Berberidaceae,Podophyllum,,,
13048,337,Berberidaceae,Sinopodophyllum,,,
234,305,Betulaceae,Alnus,榿木屬,,
235,305,Betulaceae,Betula,樺木屬,,
236,305,Betulaceae,Carpinus,千金榆屬,,
237,305,Betulaceae,Corylus,榛屬,,
13072,305,Betulaceae,Ostrya,,,
13073,305,Betulaceae,Ostryopsis,,,
13071,526,Bignoniaceae,Arrabidaea,,,
1468,526,Bignoniaceae,Bignonia,蒜香藤屬,,
1469,526,Bignoniaceae,Campsis,紫葳屬,,
1470,526,Bignoniaceae,Catalpa,楸木屬,,
13068,526,Bignoniaceae,Chilopsis,,,
1471,526,Bignoniaceae,Clytostoma,連理藤屬,,
1472,526,Bignoniaceae,Crescentia,蒲瓜樹屬,,
13069,526,Bignoniaceae,Cuspidaria,,,
13070,526,Bignoniaceae,Incarvillea,,,
1473,526,Bignoniaceae,Jacaranda,巴西紫葳,,
1474,526,Bignoniaceae,Kigelia,蠟腸樹屬,,
13331,526,Bignoniaceae,Mansoa,,,
13078,526,Bignoniaceae,Markhamia,,,
13079,526,Bignoniaceae,Millingtonia,,,
1475,526,Bignoniaceae,Oroxylum,木蝴蝶屬,,
13080,526,Bignoniaceae,Pachyptera,,,
1476,526,Bignoniaceae,Parmentiera,蠟燭木屬,,
13081,526,Bignoniaceae,Phryganocydia,,,
1477,526,Bignoniaceae,Pyrostegia,炮仗花屬,,
13082,526,Bignoniaceae,Radermachera,,,
1479,526,Bignoniaceae,Saritaea,,,
13083,526,Bignoniaceae,Spathicalyx,,,
1480,526,Bignoniaceae,Spathodea,火燄木屬,,
13084,526,Bignoniaceae,Stereospermum,,,
2371,526,Bignoniaceae,Tabebuia,,,
1481,526,Bignoniaceae,Tecoma,洋凌霄屬,,
1482,526,Bignoniaceae,Tecomaria,,,
1002,449,Bixaceae,Bixa,臙脂樹屬,,
87,123,Blechnaceae,Blechnidium,,,
82,123,Blechnaceae,Blechnum,烏毛蕨屬,,
83,123,Blechnaceae,Brainea,蘇鐵蕨屬,,
84,123,Blechnaceae,Diploblechnum,假桫欏屬,,
85,123,Blechnaceae,Struthiopteris,羅曼蕨屬,,
86,123,Blechnaceae,Woodwardia,狗脊蕨屬,,
13085,520,Boraginaceae,Actinocarya,,,
13086,520,Boraginaceae,Allocarya,,,
13087,520,Boraginaceae,Amsinckia,,,
1323,520,Boraginaceae,Anchusa,勿忘草屬,,
13088,520,Boraginaceae,Argusia,,,
13089,520,Boraginaceae,Asperugo,,,
1324,520,Boraginaceae,Bothriospermum,細纍子草屬,,
13090,520,Boraginaceae,Bourreria,,,
1325,520,Boraginaceae,Buglossoides,紫草屬,,
13091,520,Boraginaceae,Cryptantha,,,
1328,520,Boraginaceae,Cynoglossum,倒提壺屬,,
13093,520,Boraginaceae,Eritrichium,,,
13094,520,Boraginaceae,Hackelia,,,
13095,520,Boraginaceae,Lappula,,,
13096,520,Boraginaceae,Lasiocaryum,,,
1338,520,Boraginaceae,Lithospermum,紫草屬,,
13097,520,Boraginaceae,Mertensia,,,
1331,520,Boraginaceae,Messerschmidia,白水木屬,,
13098,520,Boraginaceae,Microcaryum,,,
13099,520,Boraginaceae,Microula,,,
2418,520,Boraginaceae,Myosotis,勿忘草屬,,
1322,520,Boraginaceae,Nemophila,,,
13100,520,Boraginaceae,Omphalodes,,,
13101,520,Boraginaceae,Onosma,,,
13103,520,Boraginaceae,Sinojohnstonia,,,
13104,520,Boraginaceae,Stenosolenium,,,
1332,520,Boraginaceae,Symphytum,康復力屬,,
1333,520,Boraginaceae,Thyrocarpus,盾果草屬,,
1335,520,Boraginaceae,Trichodesma,碧果草屬,,
1336,520,Boraginaceae,Trigonotis,附地草屬,,
13105,357,Brassicaceae,Alliaria,,,
13107,357,Brassicaceae,Alyssum,,,
13106,357,Brassicaceae,Aphragmus,,,
2378,357,Brassicaceae,Arabidopsis,,,
563,357,Brassicaceae,Arabis,筷子芥屬,,
564,357,Brassicaceae,Barbarea,山芥屬,,
13108,357,Brassicaceae,Berteroella,,,
565,357,Brassicaceae,Brassica,蕓苔屬,,
13110,357,Brassicaceae,Braya,肉葉芥屬,,
13111,357,Brassicaceae,Cakile,,,
566,357,Brassicaceae,Capsella,薺屬,,
567,357,Brassicaceae,Cardamine,碎米薺屬,,
568,357,Brassicaceae,Cheiranthus,桂竹香屬,,
13132,357,Brassicaceae,Chorispora,,,
13133,357,Brassicaceae,Christolea,,,
569,357,Brassicaceae,Cochlearia,假山葵屬,,
570,357,Brassicaceae,Coronopus,濱芥屬,,
13128,357,Brassicaceae,Descurainia,,,
13129,357,Brassicaceae,Dilophia,,,
13130,357,Brassicaceae,Dimorphostemon,,,
13131,357,Brassicaceae,Dithyrea,,,
13134,357,Brassicaceae,Dontostemon,,,
571,357,Brassicaceae,Draba,山薺屬,,
13135,357,Brassicaceae,Erysimum,,,
572,357,Brassicaceae,Eutrema,山葵屬,,
13136,357,Brassicaceae,Goldbachia,,,
13146,357,Brassicaceae,Hedinia,,,
573,357,Brassicaceae,Iberis,蜂室花屬,,
13145,357,Brassicaceae,Idahoa,,,
13144,357,Brassicaceae,Leiospora,,,
574,357,Brassicaceae,Lepidium,獨行菜屬,,
13143,357,Brassicaceae,Lesquerella,,,
575,357,Brassicaceae,Lobularia,香雪球屬,,
13142,357,Brassicaceae,Macropodium,,,
13147,357,Brassicaceae,Malcolmia,,,
576,357,Brassicaceae,Matthiola,紫羅蘭屬,,
13148,357,Brassicaceae,Megacarpaea,,,
577,357,Brassicaceae,Nasturtium,水芥菜屬,,
13149,357,Brassicaceae,Neotorularia,,,
2314,357,Brassicaceae,Neslia,,,
13150,357,Brassicaceae,Oreoloma,,,
578,357,Brassicaceae,Orychophragmus,,,
13151,357,Brassicaceae,Pegaeophyton,,,
579,357,Brassicaceae,Raphanus,萊菔屬,,
13152,357,Brassicaceae,Rapistrum,,,
580,357,Brassicaceae,Rorippa,葶藶屬,,
13153,357,Brassicaceae,Sisymbriopsis,,,
581,357,Brassicaceae,Sisymbrium,抪娘蒿屬,,
13141,357,Brassicaceae,Smelowskia,,,
13140,357,Brassicaceae,Solms-laubachia,,,
13139,357,Brassicaceae,Sophiopsis,,,
13138,357,Brassicaceae,Streptanthus,,,
13156,357,Brassicaceae,Taphrospermum,,,
2407,357,Brassicaceae,Thlaspi,,,
13155,357,Brassicaceae,Thysanocarpus,,,
582,357,Brassicaceae,Wasabia,山萮菜屬,,
2425,357,Brassicaceae,Yinshania,假山葵屬,,
1855,625,Bromeliaceae,Acanthostachys,松毬鳳梨屬,,
1856,625,Bromeliaceae,Aechmea,蜻蜓鳳梨屬,,
1857,625,Bromeliaceae,Ananas,鳳梨屬,,
1858,625,Bromeliaceae,Billbergia,紅筆鳳梨屬,,
1859,625,Bromeliaceae,Canistrum,,,
1860,625,Bromeliaceae,Cryptanthus,小形鳳梨屬,,
1861,625,Bromeliaceae,Dyckia,,,
1862,625,Bromeliaceae,Fosterella,,,
1863,625,Bromeliaceae,Guzmania,彩紋鳳梨屬,,
1864,625,Bromeliaceae,Hechtia,,,
1865,625,Bromeliaceae,Neoregelia,五彩鳳梨屬,,
1866,625,Bromeliaceae,Nidularium,鳥巢鳳梨屬,,
1867,625,Bromeliaceae,Pitcairnia,,,
1868,625,Bromeliaceae,Quesnelia,龜甲鳳梨屬,,
1869,625,Bromeliaceae,Tillandsia,木柄鳳梨屬,,
1870,625,Bromeliaceae,Vriesea,鸚哥鳳梨屬,,
13159,731,Brunelliaceae,Brunellia,,,
1828,619,Burmanniaceae,Burmannia,水玉簪屬,,
1829,619,Burmanniaceae,Gymnosiphon,小水玉簪屬,,
2296,619,Burmanniaceae,Thismia,,,
855,419,Burseraceae,Canarium,橄欖屬,,
13165,419,Burseraceae,Dacryodes,,,
13166,419,Burseraceae,Garuga,,,
13167,419,Burseraceae,Santiria,,,
2511,602,Butomaceae,Butomus,花藺屬,,
917,433,Buxaceae,Buxus,黃楊屬,,
918,433,Buxaceae,Pachysandra,三角咪屬,,
919,433,Buxaceae,Sarcococca,野扇花屬,,
520,342,Cabombaceae,Brasenia,蓴屬,,
13158,342,Cabombaceae,Cabomba,,,
377,327,Cactaceae,Acanthocereus,,,
378,327,Cactaceae,Aporocactus,金紐仙人鞭屬,,
379,327,Cactaceae,Astrophytum,有星屬,,
380,327,Cactaceae,Austrocylindropuntia,,,
381,327,Cactaceae,Aztekium,,,
382,327,Cactaceae,Brasilicactus,雪光屬,,
383,327,Cactaceae,Carnegiea,,,
384,327,Cactaceae,Cephalocereus,翁球屬,,
385,327,Cactaceae,Cereus,六角柱屬,,
386,327,Cactaceae,Chamaecereus,仙人鞭屬,,
387,327,Cactaceae,Cleistocactus,,,
388,327,Cactaceae,Copiapoa,,,
389,327,Cactaceae,Corynopuntia,,,
390,327,Cactaceae,Coryphantha,巨象屬,,
391,327,Cactaceae,Dolichothele,金星屬,,
392,327,Cactaceae,Echinocactus,仙人球屬,,
393,327,Cactaceae,Echinocereus,鹿角掌屬,,
394,327,Cactaceae,Echinofossulocactus,,,
395,327,Cactaceae,Echinomastus,,,
396,327,Cactaceae,Echinopsis,仙人掌屬 (刺蝟掌屬),,
397,327,Cactaceae,Epiphyllum,曇花屬,,
398,327,Cactaceae,Epixochia,,,
399,327,Cactaceae,Eriocactus,金晃屬,,
400,327,Cactaceae,Espostoa,白裳屬,,
401,327,Cactaceae,Ferocactus,強刺屬,,
403,327,Cactaceae,Grusonia,,,
404,327,Cactaceae,Gymnocalycium,裸萼屬,,
405,327,Cactaceae,Haageocereus,,,
406,327,Cactaceae,Hamatocactus,勾刺球屬,,
407,327,Cactaceae,Hatiora,仙人棒屬,,
408,327,Cactaceae,Homalocephala,,,
409,327,Cactaceae,Hylocereus,三角柱屬,,
410,327,Cactaceae,Krainzia,,,
411,327,Cactaceae,Lemaireocereus,,,
412,327,Cactaceae,Leuchtenbergia,,,
413,327,Cactaceae,Lobivia,,,
414,327,Cactaceae,Lophophora,,,
415,327,Cactaceae,Mammillaria,銀毛球屬,,
416,327,Cactaceae,Marginatocereus,,,
417,327,Cactaceae,Mediolobivia,,,
418,327,Cactaceae,Myrtillocactus,,,
419,327,Cactaceae,Neobuxbaumia,,,
420,327,Cactaceae,Neochilenia,新智利屬,,
421,327,Cactaceae,Neolloydia,,,
422,327,Cactaceae,Nopalea,胭脂仙人掌屬,,
423,327,Cactaceae,Nopalxochia,令箭荷花屬,,
424,327,Cactaceae,Notocactus,南國玉屬,,
425,327,Cactaceae,Nyctocereus,仙人鞭屬 (蛇柱屬),,
426,327,Cactaceae,Opuntia,仙人掌屬,,
427,327,Cactaceae,Oreocereus,白貂屬,,
428,327,Cactaceae,Pachycereus,,,
13379,327,Cactaceae,Parodia,錦繡玉屬,,
429,327,Cactaceae,Pelecyphora,,,
430,327,Cactaceae,Peniocereus,,,
431,327,Cactaceae,Pereskia,虎刺屬,,
432,327,Cactaceae,Pilosocereus,,,
433,327,Cactaceae,Polaskia,,,
434,327,Cactaceae,Pseudoespostoa,,,
435,327,Cactaceae,Pseudolobivia,假麗花屬,,
436,327,Cactaceae,Quiabentia,,,
437,327,Cactaceae,Rebutia,翁寶屬,,
438,327,Cactaceae,Rhipsalis,,,
439,327,Cactaceae,Ritterocereus,,,
440,327,Cactaceae,Roseocactus,連山屬,,
441,327,Cactaceae,Schlumbergera,倒吊蓮屬,,
442,327,Cactaceae,Selenicereus,月光掌屬,,
443,327,Cactaceae,Soehrensia,,,
444,327,Cactaceae,Strombocactus,,,
445,327,Cactaceae,Tephrocactus,灰球掌屬,,
446,327,Cactaceae,Thelocactus,,,
447,327,Cactaceae,Trichocereus,大棱柱屬,,
448,327,Cactaceae,Wigginsia,,,
449,327,Cactaceae,Wilcoxia,,,
450,327,Cactaceae,Zygocactus,蟹爪仙人掌屬,,
548,817,Calophyllaceae,Calophyllum,胡桐屬,,
13160,732,Calycanthaceae,Calycanthus,,,
13161,732,Calycanthaceae,Chimonanthus,,,
13162,732,Calycanthaceae,Sinocalycanthus,,,
1560,537,Campanulaceae,Adenophora,沙參屬,,
13163,537,Campanulaceae,Apetahia,,,
13164,537,Campanulaceae,Asyneuma,,,
1561,537,Campanulaceae,Campanula,桔梗屬,,
1562,537,Campanulaceae,Campanumoea,土黨參屬,,
13173,537,Campanulaceae,Centropogon,,,
13174,537,Campanulaceae,Clermontia,,,
1563,537,Campanulaceae,Codonopsis,山奶草屬,,
13176,537,Campanulaceae,Cyananthus,,,
13177,537,Campanulaceae,Cyanea,,,
1570,537,Campanulaceae,Cyclocodon,土黨參屬,,
13169,537,Campanulaceae,Heterocodon,,,
1564,537,Campanulaceae,Hippobroma,馬醉草屬 (許氏草屬),,
13287,537,Campanulaceae,Homocodon,,,
1572,537,Campanulaceae,Isotoma,,,
1565,537,Campanulaceae,Lobelia,山梗菜屬,,
1566,537,Campanulaceae,Peracarpa,山桔梗屬,,
13170,537,Campanulaceae,Phyteuma,,,
1567,537,Campanulaceae,Platycodon,,,
1568,537,Campanulaceae,Pratia,普剌特草屬,,
13171,537,Campanulaceae,Rollandia,,,
13172,537,Campanulaceae,Siphocampylus,,,
1571,537,Campanulaceae,Triodanis,異檐花屬,,
1569,537,Campanulaceae,Wahlenbergia,蘭花參屬,,
246,709,Cannabaceae,Aphananthe,糙葉樹屬,,
253,709,Cannabaceae,Cannabis,大麻屬,,
247,709,Cannabaceae,Celtis,朴屬,,
257,709,Cannabaceae,Humulus,葎草屬,,
13296,709,Cannabaceae,Pteroceltis ,青檀屬,,
248,709,Cannabaceae,Trema,山黃麻屬,,
2124,640,Cannaceae,Canna,美人蕉屬,,
559,356,Capparaceae,Capparis,山柑屬,,
561,356,Capparaceae,Crateva,魚木屬,,
1552,534,Caprifoliaceae,Abelia,六道木屬,,
13352,534,Caprifoliaceae,Cryptothladia,,,
13179,534,Caprifoliaceae,Dipelta,,,
13273,534,Caprifoliaceae,Dipsacus,,,
13180,534,Caprifoliaceae,Kolkwitzia,,,
12746,534,Caprifoliaceae,Leycesteria,,,
13181,534,Caprifoliaceae,Linnaea,,,
1553,534,Caprifoliaceae,Lonicera,忍冬屬,,
13197,534,Caprifoliaceae,Macrodiervilla,,,
13321,534,Caprifoliaceae,Morina,刺參屬,,
12658,534,Caprifoliaceae,Nardostachys,甘松屬,,
1556,534,Caprifoliaceae,Patrinia,敗醬屬,,
12665,534,Caprifoliaceae,Plectritis,,,
1559,534,Caprifoliaceae,Scabiosa,山蘿蔔屬,,
13199,534,Caprifoliaceae,Symphoricarpos,,,
13200,534,Caprifoliaceae,Triosteum,,,
1557,534,Caprifoliaceae,Triplostegia,小纈草屬,,
1558,534,Caprifoliaceae,Valeriana,纈草屬,,
12664,534,Caprifoliaceae,Valerianella,,,
13198,534,Caprifoliaceae,Weigela,,,
13236,534,Caprifoliaceae,Zabelia,,,
2329,701,Cardiopteridaceae,Cardiopteris,,,
